business_id,name,full_address,postal_code
HhZ1wgEyhVXEAmTnEq81iw,Subway Restaurants,"1607 S Hawkins Ave, Akron, OH, 44320",44320
HKmucX6vvNruyQBYcvnWOw,Arnie's Public House,"1682 W Market St, Akron, OH, 44313",44313
Hl_RQeOOaEjWvO7eGkb1Lg,Burger King,"36240 Detroit Rd, Avon, OH, 44011",44011
Hn4gBm58p8Txa6vnGLqTow,Five Guys,"13971 Cedar Rd, South Euclid, OH, 44118",44118
HNbX93hyrua2p6LO4IwdHA,Taco Bell,"1690 Cochran Rd, Pittsburgh, PA, 15220",15220
HPngBhTmMOXbQI9Noppeaw,Chipotle Mexican Grill,"2042 Portage Trail, Cuyahoga Falls, OH, 44223",44223
hPRNV9hE5Ac9vXGKHePG1Q,Perkins Restaurant & Bakery,"1503 Traveler's Pt, Avon, OH, 44011",44011
HqzT2TsomtpB_5BDjNtaBA,Wendy's,"6899 Rockside Road, Independence, OH, 44131",44131
Hr0yeQeFUueoNrgTl2SrVQ,Jimmy John's,"1800 Main St, Suite 104, Canonsburg, PA, 15317",15317
ht0lf3tqyxWV1QH2ZqhMag,Subway Restaurants,"1247 SOM Center Road, Mayfield Heights, OH, 44040",44040
HT1Y9Q1nkSqve-xxgfEQwQ,Arby's,"760 W Champaign Ave, Rantoul, IL, 61866",61866
hT4S-jtRapUap_kzygb_Hw,Jimmy John's,"232 W Bridge St, Homestead, PA, 15120",15120
htHxROgh_Q6-0wi-od_a9Q,Madtown Chicken N' Fish,"1101 N Sherman Ave, Madison, WI, 53704",53704
hTSIT3puu8m8-kOZYS4Zdg,Ohio City Burrito,"1844 W 25th St, Cleveland, OH, 44113",44113
huCWywSsqB-DidZSwgi2vQ,KFC,"12827 Pearl Rd, Strongsville, OH, 44136",44136
HUTDbniG4URIGfkP8e_cfA,Quaker Steak & Lube,"5300 Riverside Dr, Concourse B - Inside the Airport, Cleveland, OH, 44135",44135
hV8LFG_UleDQFHvqzBPqPQ,Subway Restaurants,"101 W. Station Square Drive, Pittsburgh, PA, 15219",15219
HvvmhKDghEYp6jkkCkDAhA,Burger King,"18000 Bagley Rd, Middleburg Heights, OH, 44130",44130
hVyvFxmlWpGDQviQ4tls9Q,McDonald's,"4500 Mayfield Rd, South Euclid, OH, 44121",44121
Hw4rpWSCdaz59o-VyaDg6Q,Wendy's,"9717 State Route 14, Streetsboro, OH, 44241",44241
HWDy_SKByQYGxoCQzBuhBA,Subway Restaurants,"7652 Mentor Ave, Mentor, OH, 44060",44060
hwfbW1NHjANsuSkR7wJq8w,Sonic Drive-In,"9780 State Route 14, Streetsboro, OH, 44241",44241
H-xe5Q4APIeQ-GCKvZ-odQ,Bob Evans,"400 Devon Pl, Kent, OH, 44240",44240
hX-foSZsr_fW_n7ydo4D0Q,KFC,"410 University Ave, Urbana, IL, 61801",61801
hXJOnDvOvtBjB5WQ6fuzmQ,Preeti's PiTT,"2701 Penn Ave, Pittsburgh, PA, 15222",15222
hxlfoblUAzNSOszKlyaV6g,Taco Bell,"1910 West Springfield, Champaign, IL, 61821",61821
Hx-um-V0sTHjMZX0UcW0kA,Dairy Queen,"601 E Oak St, Mahomet, IL, 61853",61853
hZ79bbzGuiU0ThbasNEALQ,McDonald's,"363 Perry Hwy, Pittsburgh, PA, 15229",15229
HZkghMU0UGH0iU6eVAAL_Q,Jersey Mike's Subs,"118 W Streetsboro St, Unit 7, Hudson, OH, 44236",44236
HzOYnyPrh24YONMUecuzlg,Jimmy John's,"506 Liberty Ave, Pittsburgh, PA, 15222",15222
hZzwkAJG92KkszWO8PoOQA,Fernando's,"2 Ppg Pl Food Ct, Pittsburgh, PA, 15222",15222
I_eSnGmk5nDdsOL6Y4OAEg,Chipotle Mexican Grill,"135 Market St, Westlake, OH, 44145",44145
i_t8WTwztuHweRqQ89hmuQ,Panda Express,"2521 N Prospect Ave, Champaign, IL, 61822",61822
i0bHCjfICwUTcZ1NXSFlvw,Dunkin',"16870 Chillicothe Rd, Bainbridge, OH, 44023",44023
i6ECHeaggU6uu94CNO2cXg,Swensons Drive-In,"27175 Lorain Rd, North Olmsted, OH, 44070",44070
I79WiJ-7Xkufc392qH77ag,Burger King,"9535 State Route 14, Streetsboro, OH, 44241",44241
I9Xn958b-l07iPpDrdOWeQ,McDonald's,"4317 Northern Pike, Monroeville, PA, 15146",15146
Iabd_rGdOvdpySBeluFs5w,Cardello Pizza,"261 Moon Clinton Rd, Pittsburgh, PA, 15108",15108
iAmrtRN1PKgaT-8cB_XiYA,Subway Restaurants,"20150 Van Aken Boulevard, Unit 104, Shaker Heights, OH, 44122",44122
IBa73HTOPcKkRw4wennYaQ,Dairy Queen Grill & Chill,"133 Northland Dr, Medina, OH, 44256",44256
ibovBiauqTzk1bhD9Z4CIg,Subway Restaurants,"33382 Walker Rd., Avon Lake, OH, 44012",44012
ibVJ52iBKcheyLNOPGU8jg,Culver's,"4301 E Towne Blvd, Madison, WI, 53704",53704
I-D4qEtJJ4okSLrLKxMMRw,Burger King,"2799 Freeport Rd, Pittsburgh, PA, 15238",15238
ID8oEJKHZtf0-bVxClOMBw,McDonald's,"32528 Lorain Rd, North Ridgeville, OH, 44039",44039
iDUPJOcU1VRQv9aK6Egztw,White Castle,"3255 W 117th St, Cleveland, OH, 44111",44111
iDuwJjTE5Sw_bb3aFSTBCg,Subway Restaurants,"526 Penn Ave, Pittsburgh, PA, 15222",15222
Igr5Id1TWyM3JLsY_td9_w,Jimmy John's,"807 S Lincoln Ave, Urbana, IL, 61801",61801
IhgJLOO3NMU1pzH6cyFKDg,KFC,"6901 University Blvd, Coraopolis, PA, 15108",15108
IHHAF3SZgpChFZukDmPlFw,Subway Restaurants,"995 Greensburg Pike, Pittsburgh, PA, 15221",15221
IHYqkS2xEZLBS5J9iez_lQ,Burger King,"263 Babbitt Rd, Euclid, OH, 44123",44123
II2EQ4UKXcHbzT62uGacPw,KFC,"1560 W 117th St, Lakewood, OH, 44107",44107
iJ0UcpdQ28WBpZ_QtASCaA,Burger King,"14902 Puritas Ave, Cleveland, OH, 44135",44135
IJ4Xbz-LK32oW7SDtMwiQw,Steak n' Shake,"1878 Warrensville Center Rd, South Euclid, OH, 44118",44118
iJi9uluA-hFNc75lMYXSsA,Rally's,"6201 Brookpark Road, Parma, OH, 44129",44129
iJkKi-5NqRN1PhdI4KqjAQ,Sarku Japan,"181 Fort Couch Rd, Pittsburgh, PA, 15241",15241
i-KA26XvCk9K5qqcTMAgGw,Subway Restaurants,"4778 Liberty Ave, Pittsburgh, PA, 15224",15224
IkDhIjEIzE0a_eP4xWNiZw,Taco Bell,"4801 Mcknight Road, Pittsburgh, PA, 15237",15237
iKz28QQI73mji28XNJFMUw,McDonald's,"3023 Washington Pike, Bridgeville, PA, 15017",15017
IlXPOLMUHdXOCM24duEYSQ,Tgi Fridays,"4300 Lakepoint Corporate Dr, Stow, OH, 44224",44224
Im_ED0iv40itcHgndue64A,Penn Station East Coast Subs,"33003 Aurora Rd, Solon, OH, 44139",44139
iMniopmf5j8nQO6Jl5pajA,BIBIBOP Asian Grill,"224 Crocker Park Blvd, Westlake, OH, 44145",44145
IMZE8ujP9-lHpuhbum8ECA,Wendy's,"32601 Vine St., Willowick, OH, 44095",44095
inomzYcqdnxwjTfM0nYYGA,Taco Bell,"920 Cleveland St, Elyria, OH, 44035",44035
iNQQ0DkYQdRm0AtCwvoQxA,Jersey Mike's Subs,"5255 Library Rd, Bethel Park, PA, 15102",15102
INsBi18bVl4UNqRcGzAkLQ,McDonald's,"11420 Buckeye Rd, Cleveland, OH, 44104",44104
IPZubyVcN1OPwDJ68uqUHQ,Jimmy John's,"527 State St, Madison, WI, 53703",53703
Iq1P8S3--gqd50xoQJxpqA,Blended,"717 Hilldale Way, Madison, WI, 53705",53705
iR7KBgAHgt1O2acHhfIviw,Taco Bell,"825 Freeport Rd., Pittsburgh, PA, 15238",15238
irqzPZoJJI-2SpJJWCOVtA,Sonic Drive-In,"3280 Center Rd, Brunswick, OH, 44212",44212
Is-_AVNBzjTWwB6uq0c5GA,Five Guys,"160 Millers Run Rd, Bridgeville, PA, 15017",15017
iS35nqM4b0XXVIgAlvkawg,Chipotle Mexican Grill,"6901 Rockside Rd, Ste 13, Independence, OH, 44131",44131
ItmLljzhwhuyyvekNs4Ymg,Jersey Mike's Subs,"1601 Deming Way, Middleton, WI, 53562",53562
itnExCtgV-49SKgMs3M7kg,Chipotle Mexican Grill,"899 N Court St, Medina, OH, 44256",44256
itthpAROLKuP8oks3AaycA,Teddywedgers,"101 State St, Madison, WI, 53703",53703
IVH0sXM_GISPTVHdpr4YOQ,Wendy's,"1550 Mentor Ave., Painesville, OH, 44077",44077
iWLNyADtZsORV58bttRrBQ,Pizza 216,"401 Euclid Ave, Cleveland, OH, 44114",44114
IWx4Yx1h-ramDGBNqNQ4MQ,Jimmy John's,"1827 Coventry Rd, Cleveland Heights, OH, 44118",44118
IXLDpnSLYiyz9tjOrpCFpA,Tilted Kilt Pub & Eatery,"21 Prospect Ave, Cleveland, OH, 44115",44115
j_6QG0D-RZi5INp77aJNEw,Arby's,"417 Water St, Chardon, OH, 44024",44024
J2OibefJyBtz6pHDERExng,Subway Restaurants,"35535 Euclid Ave, Unit C, Willoughby, OH, 44094",44094
J3QGSPuqle5-9qG9j0QRAw,KFC,"17585 Lakeshore Blvd, Cleveland, OH, 44119",44119
j-5O-Ehd2eaCHYgmTSfoRw,Chipotle Mexican Grill,"211 Forbes Ave, Pittsburgh, PA, 15222",15222
j6wN7ZFx5bl2t4KfLaAbJQ,Rockne's,"1450 E Main St, Kent, OH, 44240",44240
j9mBYdR7z61X6A3K3VmKDg,Dairy Queen Grill & Chill,"1493 Herminie West Newton Rd, Herminie, PA, 15637",15637
jb6yNcKwUDsIQOLYmJCcyA,Cousins Subs,"106 S Webster St, Madison, WI, 53703",53703
Jbg9Tti3XmxzF8_QCx95kw,Subway Restaurants,"19595 Detroit Ave, Rocky River, OH, 44116",44116
JbWQtVLQDEOBlvbVWk2OFg,Chipotle Mexican Grill,"903 W Anthony Dr, Ste A, Champaign, IL, 61821",61821
jc8yrgtHvcNwdhc5HWGQ4A,QDOBA Mexican Eats,"2 N Park St, Madison, WI, 53715",53715
j-cWaWDwmAeZZGSEERIcaQ,McDonald's,"17638 Chillicothe Rd, Bainbridge, OH, 44023",44023
Jdqg97lLo_qJlCqU9RjIEA,Dairy Queen,"12980 W Sprague Rd, Cleveland, OH, 44130",44130
je1gqGTyW6Yi1ta4x8YJug,Arby's,"1421 W 117th St, Lakewood, OH, 44107",44107
JE3SRhAGqZrAzs0gMm5cIA,MOD Pizza,"2249 Zeier Rd, Madison, WI, 53704",53704
je-bXfsQce0HiKb8PtOrVA,Roly Poly,"1550 Golden Gate Plz, Mayfield Heights, OH, 44124",44124
JEd-lj4E6WdCAOhcHz7UuA,McDonald's,"8998 Brecksville Rd, Brecksville, OH, 44141",44141
jf_N8zWp30usaMLXdJs9Jg,Wendy's,"802 W View Park Dr, Pittsburgh, PA, 15229",15229
jfK-_0x_r7Qgdg2wj60iAQ,Smiles Chinese Food,"500 W Aurora Rd, Northfield, OH, 44067",44067
jhCcZgDhPh5oiPgOXYTkrg,Best Gyros,"2245 Lee Rd, Cleveland, OH, 44118",44118
JhLwxtcnT_29skfHvS3btQ,Chop It Salad Co,"28699 Chagrin Blvd, Beachwood, OH, 44122",44122
JIxA9BaEjidsv3TYOi-HOg,Shake Shack,"601 Euclid Ave, Cleveland, OH, 44113",44113
jK6lLQG37YkwVaI3u4ansA,Jimmy John's,"2807 University Ave, Madison, WI, 53705",53705
jkJuwGa227qpQjT34TrECQ,Subway Restaurants,"2771 East Carson St, Pittsburgh, PA, 15203",15203
jLm8GfRFDJhBKwLlnaUvSw,Jersey Mike's Subs,"36295 Euclid Avenue Route 20, Willoughby, OH, 44094",44094
jM6YI5V4fYM7OCA1BLKwqw,Taco Bell,"698 S. Whitney Way, Madison, WI, 53719",53719
JmdgFq9sgXUIzeqalwrTRA,Dairy Queen Orange Julius,"1693 Mcfarland Rd, Pittsburgh, PA, 15216",15216
JO5_Frcbp9J732VNn-I3Ew,Steak n Shake,"3316 Center Rd, Brunswick, OH, 44212",44212
JoMHtnAfdBI78-u17mqw8Q,McDonald's,"465 Richmond Rd, Richmond Heights, OH, 44143",44143
jqNfrXF4e1JjxU3WNj73SA,TCBY,"6654 Odana Rd, Madison, WI, 53719",53719
JqUW-61ULIxpjSU4P5OtFQ,Jimmy John's,"1579 Landmark Dr, Cottage Grove, WI, 53527",53527
jqy0XVyE2KV_hZ32M6Zueg,Chipotle Mexican Grill,"32223 Lorain Rd, North Ridgeville, OH, 44039",44039
JRL3Zvlxu_cOIH5MBFoSbw,Taco Bell,"32350 Lorain Road, North Ridgeville, OH, 44039",44039
JtSNHDRRZffnHBEsJudW-g,Noodles & Company,"7050 Mineral Point Rd, Madison, WI, 53717",53717
Ju6Dq1mZ6jZ7W136j1oB1w,Burger King,"14101 Cedar Rd, South Euclid, OH, 44121",44121
jux9zFaGcIRjrMIBaVJsHQ,Burger King,"719 W Badger Rd, Madison, WI, 53713",53713
jwlSQz--Xl_6eMUJfEy4ag,Jersey Mike's Subs,"30680 Detroit Rd, Westlake, OH, 44145",44145
jwuJSVVJLbO3LL5JnEQ76Q,Steak n Shake,"9530 Diamond Center Dr, Mentor, OH, 44060",44060
jY1v1tPxEVatDBA1-gq4mQ,Taco Bell,"9500 Diamond Centre Dr, Mentor, OH, 44060",44060
jyAhu2jqSMBoeJi-KQ5lZw,Wendy's,"820 Richmond Rd, Richmond Hts., OH, 44143",44143
K04Pbn_5-xNidh0-xkI9vw,Five Guys,"324 McHolme Dr, Pittsburgh, PA, 15275",15275
K6AKMjAdCSe8xllsbyeL9Q,Asia Tea House,"4230 Forbes Ave, Pittsburgh, PA, 15213",15213
k6Az9d7_eUG68TwwjBsuOg,Chick-fil-A,"35441 Euclid Ave, Willoughby, OH, 44094",44094
K6I_546GX7wxvI4CVZDrRQ,Taco Bell,"4537 Mayfield Road, Cleveland, OH, 44121",44121
K6JBV6RTa8eMYIJ7RVP4Bg,Culver's Frozen Custard,"1501 W Main St, Sun Prairie, WI, 53590",53590
K7j0BqmmN6ZEZ4BHIgUcng,GetGo from Giant Eagle,"4924 Baum Blvd, Pittsburgh, PA, 15213",15213
k7vX7EO6a88gMxTAz5tiCw,McDonald's,"4800 Larson Beach Rd, McFarland, WI, 53558",53558
K9vNp74Ev9Am6VueAjCOAw,McDonald's,"505 A St, Sun Prairie, WI, 53590",53590
K-AvP-T--ZNRmyr0pU36Ng,Popeyes Louisiana Kitchen,"2010 Wharton St, Pittsburgh, PA, 15203",15203
KbdyidaiA4l5IS0tJAM31w,Chipotle Mexican Grill,"3840 Washington Rd, Canonsburg, PA, 15317",15317
kCcXViFXSrr7IXsS53Y40A,McDonald's,"10529 Perry Hwy, Wexford, PA, 15090",15090
KCQNEIvtU48Mh07uS-_Gvw,Taco Bell,"1003 University, Urbana, IL, 61801",61801
KcSgKMS4n1sq-Z-QHSX20g,Arby's,"21412 Ctr Ridge Rd, Rocky River, OH, 44116",44116
kE7_pIsUavOAQ9LSRcKCWg,Wendy's,"113 Cavasina Drive, Canonsburg, PA, 15317",15317
kEbdBwyqucFNNi0iCEmmPA,Wendy's,"13246 Cedar Road, Cleveland Hts., OH, 44118",44118
KedpWqBphmRopwBd7trzFw,Wendy's,"608 S Sixth St, Champaign, IL, 61820",61820
kfTvilKjXhD_0GmlmKdW_A,Wendy's,"2937 Lorain Rd., Cleveland, OH, 44113",44113
khHxKm1_x6syS5W2LTX0lw,Quiznos,"116 Gammon Rd, Madison, WI, 53719",53719
KISNjnQaKGzmGritl_5OoQ,Bellisario's Restaurant,"1710 Duncan Ave, Allison Park, PA, 15101",15101
kJQbc861Qvm_HsNofAahDA,Five Guys,"3 Ppg Pl, Pittsburgh, PA, 15222",15222
kjV76iCWwQedixbRIvC9gQ,Subway Restaurants,"1860 E Washington Ave, Madison, WI, 53704",53704
KJva9u5Zu7_tyZrjYBFnIg,Hazel's Family Restaurant,"615 Cleveland St, Elyria, OH, 44035",44035
KKOmfySnxK96EtlgOU9Hjg,Wendy's,"505 N Cunningham, Urbana, IL, 61802",61802
Km8UIy8hjWNU80IZjhQ_yQ,Flavors Famous Street Food,"3231 Brighton Rd, Pittsburgh, PA, 15212",15212
KMdOqB5dxJvJd2P4I8VbVQ,Subway Restaurants,"1708 Mount Royal Blvd, #9, Glenshaw, PA, 15116",15116
kmtA5-Yz6sy5bbCdJ0T8-w,Burger King,"2691 State Rd, Cuyahoga Falls, OH, 44223",44223
kmVqOgFLRJrzcm3T87CMyg,Subway Restaurants,"39 Walsh Rd, Pittsburgh, PA, 15205",15205
KnaIbUk-eQm_tEsENO1oFw,Ohio Kabob Grill,"3359 W 117 St, Cleveland, OH, 44111",44111
knHBR-JL-4_m9TBpzBO_DA,Dog 'n Suds,"2050 N Ridge Rd, Elyria, OH, 44035",44035
KnlyuJGCKbgywlKJebsVHg,Rally's,"34001 Vine St., Eastlake, OH, 44095",44095
Kntmm6a3qAMSpxRWdFZutA,Arby's,"601 S Gammon Rd, Madison, WI, 53719",53719
KO4wWuH2EP5PPKvt7xKqMA,Subway Restaurants,"2681 Windsor Street, Sun Prairie, WI, 53590",53590
kOGLF8TIdWgHpb_tqb8vhg,Firehouse Subs,"3023 West Market St, Fairlawn, OH, 44333",44333
kOmz-QnNWTZJMws-qH3eEw,Chipotle Mexican Grill,"24651 Cedar Rd, Lyndhurst, OH, 44124",44124
kosll4ft5_AFQ-PQSiR0ug,Dairy Queen,"7850 Mentor Ave, Ste 874, Mentor, OH, 44060",44060
KOxJOievdW0w7lJVfE4QtQ,Wendy's,"933 North Court St., Medina, OH, 44256",44256
kp_CMAIdAgzse2NYtYsJRw,Burger King,"1575 South Water Street, Kent, OH, 44240",44240
KpfCj839-MPcxM8FKkW7GA,Taco Bell,"2343 Noblestown Rd., Pittsburgh, PA, 15205",15205
KpKYl-rfvYLhUylIuNHg7A,Subway,"6370 York Rd, Cleveland, OH, 44130",44130
KSIGq7FtrwsJ5IBmyGEUKA,Burger King,"15027 Detroit Ave, Lakewood, OH, 44107",44107
KSw3FAh5d5Q3PdFO1Gevmw,Steel City Diner,"961 Liberty Ave, Pittsburgh, PA, 15289",15289
K-tl3k56Px2G6KRsKNyUUA,Subway Restaurants,"2144 Broadview Rd, Cleveland, OH, 44109",44109
KTPRYqiFdLowAUEAnN7e3g,Burgatory,"932 Freeport Rd, Pittsburgh, PA, 15238",15238
KU6EYISdKH-jw3w7vZa6Pw,McDonald's,"15110 Saint Clair, Cleveland, OH, 44110",44110
kUICYu0N_TbtCz0Z8ynPFw,Chipotle Mexican Grill,"528 E Green St, Ste 101, Champaign, IL, 61820",61820
kU-PnJKZfYycGfHYE719Lg,Popeyes Louisiana Kitchen,"46402 Middleridge Rd, Ste 5, Amherst, OH, 44001",44001
KVfHR9z_0RVVhWR0i8RutQ,Subway Restaurants,"27020 Ctr Ridge Rd, Westlake, OH, 44145",44145
kvWQ_h3NgZ3HSJFkHe75dw,Mr. Hero,"75 Pearl Rd, Brunswick, OH, 44212",44212
KWYZJbxBioJwsxJysdUG9g,Earl's Dairy Whip,"1061 Clay Pike, Irwin, PA, 15642",15642
Kx0A56bFy0O6U9e6wKH1gg,Chick-fil-A,"16584 Royalton Rd, Strongsville, OH, 44136",44136
KYdtom3RyDt-3SWGwmJcQA,QDOBA Mexican Eats,"6650 Mineral Point Rd, Madison, WI, 53705",53705
KygZHCyQ1SH7t5TWHCRXhA,Taco Bell,"14529 Pearl Rd, Strongsville, OH, 44136",44136
kyTQzqkS5HGMFDDxmcz68w,Jersey Mike's Subs,"8870 Darrow Rd, Twinsburg, OH, 44087",44087
kYXnTyi3ucyxoswK9bvzCQ,Jimmy John's,"3444 Forbes Ave, Campus, Pittsburgh, PA, 15213",15213
k-zdOw1KYrwEMoud1MhFSQ,Carhops,"4019 William Penn Hwy, Monroeville, PA, 15146",15146
l41wGszBMiKliQ8F6syUKw,McDonald's,"200 Walmart Plz, Gibsonia, PA, 15044",15044
l4E_URuoT-zWbzdovJ6gVg,KFC,"4001 Mayfield, South Euclid, OH, 44121",44121
L4WXLHf2p_qoLgiPwzTSgA,Hardee's,"326 S Century Blvd, Rantoul, IL, 61866",61866
L58Rod4RVhaW_4qfQGe6fw,KFC,"34400 Euclid Ave, Willoughby, OH, 44094",44094
l5Jkkp-5EF07RrxrqiF6bA,Jimmy John's,"5833 Forbes Ave, Pittsburgh, PA, 15217",15217
L5VU5M0YF92ulm8IZ7I5Wg,Subway Restaurants,"904 Tallmadge Ave, Akron, OH, 44310",44310
L6uLN1hGa7cTWtZ3VfB-HA,Subway Restaurants,"12766 Chillicothe Rd, Chesterland, OH, 44026",44026
L9_wsi8SdT6-TFtuiUlGcA,Popeyes Louisiana Kitchen,"26030 Euclid Ave, Euclid, OH, 44132",44132
lAGR0fdvD8RMtBxG55USLQ,Subway Restaurants,"549  S. Chillicothe Rd, U150, Aurora, OH, 44202",44202
lbUKEN7XVdD_FEF61TlQeA,Arby's,"5993 Mayfield Rd, Cleveland, OH, 44124",44124
LBUkK4EZ7h_dQggzJqZwZA,Skyline Chili,"4127 Bridgewater Parkway, Stow, OH, 44224",44224
LcSbRF9yn9i5gTpYO613kg,White Castle,"5151 Pearl Rd, Cleveland, OH, 44129",44129
LdHtEVDZQhlz2N98IqcYUg,Taco Bell,"7475 Day Dr, Parma, OH, 44129",44129
lebZM1I1gTuAzRfIBNSgdw,McDonald's,"5250 Detroit Rd, Elyria, OH, 44035",44035
leG7stzwTdc37b8Ma1TEeA,McDonald's,"82 Fort Couch Rd, Pittsburgh, PA, 15241",15241
LeqYXawjMwTf9x9Hx73R9A,KFC,"5380 Pearl Rd, Parma, OH, 44129",44129
lG4NNpcPWYSmLKEfBagnTw,McDonald's,"2051 W Broadway, Monona, WI, 53713",53713
LgfFsCtutx28J_Onmrr-OA,Subway Restaurants,"5957 McKee Road, Fitchburg, WI, 53719",53719
LgpK_b2psx9OQ45TtnCiLA,Mr Hero,"7778 Lake Shore Blvd, Mentor On the Lake, OH, 44060",44060
LhNPhf_7gQpUCmr7aGstLg,Jimmy John's,"17510 Lorain Ave, Cleveland, OH, 44111",44111
liLtjZzKc0sv9ZJDMHQesA,Arby's,"3700 Library Rd, Pittsburgh, PA, 15234",15234
LjjfsPpNEyHHouAyirPJcQ,Burger King,"605 East Main Street, Kent, OH, 44240",44240
LOARujcfx-Ty_RUlcnYspg,Burger King,"2655 East Washington Ave, Madison, WI, 53704",53704
lPsT-Rmmf6333z6h6ANHrw,Lotsa Stone Fired Pizza,"506 State St, Madison, WI, 53703",53703
lq-S8rP-advEFlshnCV3gQ,Burger King,"2828 Carnegie Ave, Cleveland, OH, 44115",44115
lqtybK6_GjSqhK8U55Mc7w,Sa-Bai Thong,"2840 University Ave, Madison, WI, 53705",53705
lRfteK8D_8pfoFTk4ZuOqw,Wendy's,"4524 Browns Hill Rd., Pittsburgh, PA, 15217",15217
LrSzTJm9xsub2h-It9DY9w,El Gallo De Oro,"5032 Forbes Ave, Pittsburgh, PA, 15213",15213
lSJYTotaOEi1TtEzxbbUxg,McDonald's,"4738 Ridge Rd, Brooklyn, OH, 44144",44144
LsPfl6MSRkHwbr6LuKx87A,Chick-Fil-A,"1000 Airport Blvd, Coraopolis, PA, 15108",15108
LSxHsjO_CNbH-NE3lvwKaw,Dairy Queen Grill & Chill,"3467 Route 130, Harrison City, PA, 15636",15636
lT4-nAyBJE2NJvi_dGwU5Q,Wendy's,"743 W. Main St., Sun Prairie, WI, 53590",53590
Lu11ceuxJWh3dgRaPZGbsQ,QDOBA Mexican Eats,"4718 E Towne Blvd, Madison, WI, 53704",53704
LublHLftDDT9-RRDU2nv3Q,KFC,"1136-1138 N Court St, Medina, OH, 44256",44256
luX2RgXc39TUUEU_7sg5Og,Chipotle Mexican Grill,"500 Southpark Ctr, Strongsville, OH, 44136",44136
LVjo-nTZt7FoOMBJfiKs3A,Starbucks,"230 W. Huron Rd, K18, Cleveland, OH, 44113",44113
lvZOJWiwNymeBhOAgoy11w,Fossil Fuels Caf,"4400 Forbes Ave, Pittsburgh, PA, 15213",15213
LX2tNHlYsxHNdNo5j0ZF7A,Steak n Shake,"410 Clairton Blvd, Pleasant Hills, PA, 15236",15236
lXcxSdPa2m__LqhsaL9t9A,Firehouse Subs,"9209 Mentor Ave, Mentor, OH, 44060",44060
Lxs7WIMiZXgF8lwR9gXNrg,Jersey Mike's Subs,"6681 Wilson Mills Rd, Mayfield Village, OH, 44040",44040
m-_3sNY0eLsPp__2C647oA,Long John Silver's,"2100 Washington Pike, Hills Shopping Center/Rt 50, Carnegie, PA, 15106",15106
M4BZ2okdWuc7MqeBjtnDRQ,Dairy Queen Grill & Chill,"2525 Monroeville Blvd, Monroeville, PA, 15146",15146
M4XUx3T5Z05IVfNMPD3ZAg,Taco Bell,"557 Aurora Rd, Macedonia, OH, 44056",44056
M6jDeU_3sigyxVnRgHTBDg,Jersey Mike's Subs,"8440 E Washington St, Chagrin Falls, OH, 44023",44023
M7SEPUqtCFtZJ8O8hFGY4A,Panda Express,"3244 Steelyard Dr, Cleveland, OH, 44109",44109
m7vv40MnYXdvxRkGCYhGTQ,Chipotle Mexican Grill,"901 N Leavitt Rd, Amherst, OH, 44001",44001
m8qGdllgcUSqZmcryQWM9A,McDonald's,"4910 N Market St, Champaign, IL, 61822",61822
m8sKolCBYLC7vFIWop7HKA,McDonald's,"1430 W 117th St, Lakewood, OH, 44107",44107
MA5R-mV6ljRM1MK6Mdiv5g,Panda Express,"2000 N Neil St, Champaign, IL, 61820",61820
MAGAJsJVpyXREVdYH0OVDQ,Taco Bell,"9223 St Rte 14, Streetsboro, OH, 44241",44241
mavwppi2GinGvrzMedN9JA,Subway Restaurants,"1464 Mentor Ave, Painesville, OH, 44077",44077
mBBsJUT6x-_Wr9qOy3TBxQ,McDonald's,"2500 Denison Ave, Cleveland, OH, 44109",44109
MBodaRSaAp_FY3CkhfRXNQ,Wendy's,"2858 Fish Hatchery Road, Fitchburg, WI, 53713",53713
Mc9sMBVNi53lqxHLCiLWiA,Taco Bell,"2000 N. Neil Street, Space 706, Champaign, IL, 61820",61820
mdpETdI-PdPbMtiAnf8m8g,Panda Express,"1028 Freeport Rd, Pittsburgh, PA, 15238",15238
mEgMAA9Vxg2AGELkG6GUxw,Krispy krunchy chicken,"6206 Woodland Ave, Cleveland, OH, 44104",44104
mEuXIK4Njq37DBLmMlz_0g,Subway Restaurants,"4416 Pflaum Road, Unit A, Madison, WI, 53716",53716
MfUJzgce9m-w55auRE3wJQ,Arby's,"8321 Murphy Dr, Middleton, WI, 53562",53562
MGCWF-ZthTpDVChvFelBRA,Pots n Tots,"1025 W Johnson St, Madison, WI, 53706",53706
mh2Jdx_Nw8iiXrWapC3Pig,Subway Restaurants,"3725 Medina Rd, Unit 104, Medina, OH, 44256",44256
mHOyR-RZBxCABm-Svga8Ow,Taco Bell,"1324 Nygaard, Stoughton, WI, 53589",53589
miiptVrDH-qHT4wmI-Lk8g,Wendy's,"633 S. Gammon Road, Madison, WI, 53719",53719
MiqI3DMf48AJQbfoG6fTRA,QDOBA Mexican Eats,"1740 Settlers Ridge Center Dr, Pittsburgh, PA, 15205",15205
mjLu2vhkeKKnchtqkylCbQ,Dairy Queen Grill & Chill,"2100 Freeport Rd, New Kensington, PA, 15068",15068
MjnBl6SHlH_C4toLMk7bGw,McDonald's,"2533 Aurora Rd, Twinsburg, OH, 44087",44087
MjwSxdDia1AygI1-3vaWWg,Subway Restaurants,"414 Smithfield St, Pittsburgh, PA, 15222",15222
