name,business_id,star_y,BikeParking,Caters,NoiseLevel,OutdoorSeating,RestaurantsDelivery,RestaurantsTableService
McDonald's,1_vzSC8IaHHMLg1d81KdjA,2.5,NA,NA,NA,NA,TRUE,NA
McDonald's,9HQVSY9-ZnrgTUF72I-4PQ,1.5,NA,NA,NA,NA,TRUE,NA
Dairy Queen,VMlDCzJf95y_LgTnl0XzSg,3,TRUE,NA,average,FALSE,TRUE,NA
Jimmy John's,2YEH1kh6qKJKH9zaRbMW5w,3,TRUE,TRUE,average,FALSE,TRUE,NA
McDonald's,4uS3BblH63PqikgUCnyEcA,3.5,TRUE,NA,loud,FALSE,TRUE,NA
McDonald's,NNHnU8NXDM9fVPm52Z6-JA,2,TRUE,NA,loud,FALSE,TRUE,NA
McDonalds,FKcj1DmDWsRO4aOQ6i_nWw,1,FALSE,FALSE,average,TRUE,FALSE,NA
KFC,J3QGSPuqle5-9qG9j0QRAw,1,FALSE,TRUE,NA,FALSE,TRUE,NA
Dairy Queen Grill & Chill,O1Sp0pDa8wmMfOC-FUGZFQ,2,NA,NA,NA,NA,FALSE,NA
McDonald's,3vZ8ECJuiEZIuDv7OQ2NHw,2,NA,NA,NA,FALSE,NA,NA
McDonald's,CNXUru6x_qrG8R-IeOuwgQ,2,NA,NA,average,NA,TRUE,NA
Jimmy John's,doEpdTg3l55-IWemTlG3tg,3,NA,TRUE,very,FALSE,TRUE,NA
Dairy Queen,PK2v_1GQI7ngoJg_uE593A,3.5,TRUE,NA,NA,NA,NA,NA
Plaza Freeze & Linda's Restaurant,UIpxJVHnqXG3PN4RCguY6A,4,FALSE,NA,NA,NA,FALSE,NA
Wendy's,rmzOeemTM-1jiJprpHec0A,2.5,TRUE,FALSE,very,FALSE,FALSE,NA
Subway Restaurants,K-tl3k56Px2G6KRsKNyUUA,1,NA,NA,NA,NA,FALSE,NA
Subway Restaurants,HWDy_SKByQYGxoCQzBuhBA,4,NA,NA,NA,NA,NA,NA
McDonald's,vvVGXfsQdvonM2Cpg49DXw,2,NA,FALSE,average,TRUE,TRUE,NA
Mr Hero,LgpK_b2psx9OQ45TtnCiLA,2.5,NA,FALSE,quiet,FALSE,FALSE,NA
GetGo,384vp5K1dC8Ten-1GBKOug,4,TRUE,FALSE,average,TRUE,FALSE,FALSE
KFC,8OfsvJM-TXtybas25dcGUw,2,NA,TRUE,NA,NA,FALSE,NA
Subway,o7tBcNfv-zMXSTePBLIrvw,2.5,FALSE,NA,NA,FALSE,FALSE,NA
Culver's Frozen Custard,K6JBV6RTa8eMYIJ7RVP4Bg,4,TRUE,FALSE,average,TRUE,FALSE,FALSE
Dairy Queen Grill & Chill,VfMsmSXabsmf6c5s3uSWVw,2.5,NA,NA,NA,NA,NA,NA
Subway Restaurants,GJvh9J3Isdn2N4I_3j7OfQ,3,NA,NA,NA,FALSE,FALSE,NA
Jimmy John's,p8DTd_rutJG4zSj0B_kApg,2,FALSE,TRUE,average,FALSE,TRUE,FALSE
McDonald's,vJZUAEoGunENFVSZkAOT9Q,1,NA,NA,NA,NA,TRUE,NA
Burger King,NDKBMYjNhckqg_lf53plug,2,TRUE,FALSE,loud,FALSE,TRUE,NA
Arby's,9zGkU1ahmYCn3DlnKOXhqA,3,NA,NA,quiet,FALSE,FALSE,FALSE
McDonald's,qw1T026yhIb6MR_Xf9a9Vw,2.5,NA,FALSE,NA,NA,TRUE,NA
Taco Bell,S_VoH2qPxjm5l3MeuCgunw,1.5,TRUE,FALSE,quiet,FALSE,TRUE,NA
Taco Bell,GAg908vcVhevpGzKVnxSNw,2,NA,NA,NA,NA,TRUE,NA
Subway Restaurants,G4tqFGRrwqQt7P_MTrhYBw,2.5,NA,NA,NA,FALSE,TRUE,NA
Dairy Queen,vJk0p1t3GPc8Pqx1gdMqHQ,4,TRUE,NA,NA,NA,NA,NA
Gianni's Pizza - Hankey Farms/Oakdale,3Cbl3_Lm1ahwxbBvq--rFg,3,TRUE,FALSE,average,FALSE,TRUE,FALSE
The Midway,ETTBjkzRtBuHXIRAnIpZxQ,3.5,NA,NA,NA,FALSE,FALSE,NA
Arby's,7l-TZk8Ckd5Ct_QQ6G5tuA,1.5,NA,NA,NA,FALSE,None,NA
Arby's,ECXHwaJW7Lc7qDlH89Syaw,2,NA,FALSE,NA,NA,FALSE,NA
Mr. Hero,SQcrg-8RsMbZ6kKz2xTDPA,3.5,NA,NA,NA,NA,FALSE,NA
White Castle,XDeAQ9ayhiWx0lBM3iVUqw,3,FALSE,FALSE,average,FALSE,FALSE,NA
Dairy Queen Grill & Chill,M4BZ2okdWuc7MqeBjtnDRQ,2.5,TRUE,NA,NA,FALSE,FALSE,NA
McDonald's,oUk9yi2Pcu0isDYGgb7Hgg,2.5,TRUE,FALSE,average,TRUE,TRUE,FALSE
Subway Restaurants,30Bvo-tEfvh2KOTLQg6FZw,4,NA,NA,NA,NA,TRUE,NA
Burger King,YTVL8ZouIwFMZiwHJfYgTw,3.5,TRUE,FALSE,NA,FALSE,TRUE,NA
Wendy's,yMrlJztKmGQ2Bg2pAgDS9g,1.5,NA,FALSE,quiet,FALSE,FALSE,NA
Subway Restaurants,bvFq5igEVGc9UAP3IVfYFA,3,NA,TRUE,quiet,TRUE,FALSE,NA
McDonald's,UbYl76BraRy2HObPNLs4Aw,2,NA,FALSE,loud,NA,TRUE,NA
Jimmy John's,Nd9wb5CZIakwnnq8l0mhjg,1.5,NA,TRUE,NA,NA,TRUE,NA
Wendy's,qQu--8A6Ic0rytLfI1r4dg,1.5,NA,NA,NA,NA,FALSE,NA
Taco Bell,1JbrO_ZoY6a8R3llJHVzUQ,2,TRUE,NA,NA,FALSE,FALSE,NA
Subway Restaurants,nz3J9pxi0lN673_YbzGx3A,2.5,NA,NA,NA,NA,NA,NA
McDonald's,ZRN0FtNiKU5ax3ZDa70REA,2,NA,FALSE,very,FALSE,TRUE,NA
Dairy Queen,GDKP1wbmSiP1TiL6joJTvg,2.5,TRUE,NA,NA,TRUE,TRUE,NA
Dairy Queen,ZB368AhxTlEVyWzT05Uksw,3.5,TRUE,NA,NA,NA,NA,NA
McDonald's,5CjdVHY504ccwZ2n3uyPOA,1.5,NA,NA,average,NA,TRUE,NA
Krispy Krunchy Chicken,wEm94T6y19kzp3YfilKL3Q,3,NA,NA,NA,NA,NA,NA
KFC,g6OnbXvrky8HTtRFWVL_bQ,1.5,NA,NA,NA,NA,NA,NA
Chick-fil-A,SLlQSsSHukMz4-3-eaOgUA,2.5,NA,FALSE,very,FALSE,FALSE,FALSE
Burger King,zZB5pi8nld4d8TPAL2seHA,3.5,NA,NA,NA,FALSE,TRUE,NA
Arby's,qF-NiRVw5OPD_MPUJNlt9g,3,TRUE,NA,NA,FALSE,FALSE,NA
Subway Restaurants,KMdOqB5dxJvJd2P4I8VbVQ,4.5,NA,NA,NA,NA,NA,NA
Subway Restaurants,8FTKIUZtWV31TX-r2Dk0GQ,1,NA,NA,NA,NA,FALSE,NA
Wendy's,h92Eq9JOllmX9cQBfz2ggA,3.5,NA,NA,NA,NA,NA,NA
McDonald's,f84Wh7dq6ex1rryPgmvPiA,2,TRUE,NA,NA,FALSE,TRUE,NA
Burger King,_E5sWHHe0tlVPuU6pR1gVg,2,TRUE,FALSE,quiet,NA,TRUE,FALSE
KFC,#NAME?,2,NA,FALSE,average,FALSE,FALSE,NA
Jersey Mike's Subs,ZHHhfZW_C9lRRFeSQevwYA,3,NA,NA,NA,NA,NA,NA
Portillo's Hot Dogs,CAPyzR253fpVmsypJDi-hQ,3,NA,TRUE,loud,TRUE,TRUE,FALSE
Casa Del Rio Express,gMYs-3dF72ztLzu8Gcsavg,4.5,NA,TRUE,NA,TRUE,TRUE,NA
Grandslam Pizza,veU3mhOn8kF87VfE_JvKlg,3,NA,TRUE,average,FALSE,TRUE,NA
Chipotle Mexican Grill,oAZrm5ci1QFts2kL6YYEzQ,2,NA,NA,NA,NA,NA,NA
Dairy Queen Orange Julius,gSE_6lQPRM5Bpmgez3lNxA,3,NA,NA,NA,NA,NA,NA
Taco Bell,BB0GxHw1WxN_c7pgpkLRMQ,1,NA,NA,NA,NA,NA,NA
Jersey Mike's Subs,kyTQzqkS5HGMFDDxmcz68w,4.5,NA,NA,NA,NA,NA,NA
Raising Cane's Chicken Fingers,rWMnuWX4idGunohFTjSmKw,3.5,NA,NA,NA,NA,NA,NA
Swensons Drive-In,8KmqWgL0UEdxJFwTZ_YZvQ,4.5,TRUE,TRUE,average,TRUE,TRUE,NA
Choolaah Indian BBQ,NyLYY8q1-H3hfsTwuwLPCg,4.5,TRUE,TRUE,average,TRUE,FALSE,FALSE
Freshii,R4i5FshghtTnTZC8EEbjHQ,4,TRUE,TRUE,average,TRUE,TRUE,FALSE
Chipotle Mexican Grill,BoTb3FqOsJaFe_koVfyGbw,2,FALSE,TRUE,loud,TRUE,FALSE,NA
Arby's,fIMBFVFYfAo2g6022Q7pjQ,5,FALSE,NA,NA,FALSE,FALSE,NA
Pizza Hut,5x0yRV0ds9IN1ZIlo3XJ6g,1,FALSE,TRUE,average,TRUE,TRUE,FALSE
Tilted Kilt Pub & Eatery,IXLDpnSLYiyz9tjOrpCFpA,3,TRUE,FALSE,loud,FALSE,FALSE,NA
Best Gyros,jhCcZgDhPh5oiPgOXYTkrg,4,TRUE,TRUE,average,TRUE,TRUE,NA
Blaze Fast Fire'd Pizza,ckbDWYPT8TP7etP0WHU2Yg,4.5,TRUE,FALSE,average,FALSE,FALSE,FALSE
Chipotle Mexican Grill,yqIVlkpQF_IdhVk1yTiIjw,2.5,TRUE,TRUE,average,TRUE,FALSE,NA
Five Guys,EOlHhLgp32dCdSlsMpiG6A,3.5,TRUE,FALSE,very,FALSE,TRUE,NA
Eat'n Park,nzaEIvPWOL9UQhpGWy2fqA,3.5,TRUE,FALSE,average,FALSE,FALSE,NA
Wendy's,WDizddkAgaQNYA0EbQLCzA,1.5,NA,FALSE,NA,FALSE,FALSE,NA
Popeyes Louisiana Kitchen,L9_wsi8SdT6-TFtuiUlGcA,2,FALSE,TRUE,very,FALSE,FALSE,NA
Carhops,k-zdOw1KYrwEMoud1MhFSQ,4.5,FALSE,NA,average,FALSE,TRUE,NA
Flame Urban Chicken Grill,oGnUASBpfhXLlJcdyv_2ig,4,TRUE,TRUE,average,FALSE,TRUE,FALSE
Fresh & Meaty Burgers,cdHqkN6Mi6Q5WlwgOyokUA,4,TRUE,NA,average,FALSE,TRUE,FALSE
McDonald's,TsNYXmSJYjIq1WN8EfP0Aw,1.5,TRUE,FALSE,loud,NA,FALSE,NA
The Chicken Run,d8GO3bHelHn8n3T4p34wpQ,4,NA,NA,NA,NA,TRUE,NA
Subway Restaurants,DTTOMeTryTbegANpF4JPsA,1,FALSE,TRUE,NA,FALSE,FALSE,NA
Taco Bell,_9JdskgVrCRg_Lq4_uUucw,2,NA,FALSE,average,FALSE,TRUE,NA
Jimmy John's,IWx4Yx1h-ramDGBNqNQ4MQ,3,TRUE,TRUE,NA,FALSE,TRUE,NA
Panda Express,WghhtS-tqDWMh_W2O13CYA,2,TRUE,NA,average,TRUE,FALSE,TRUE
Panda Express,tQaIWc9qeiB1IU163LKlAw,3,FALSE,TRUE,quiet,FALSE,FALSE,FALSE
McDonald's,K9vNp74Ev9Am6VueAjCOAw,1.5,TRUE,NA,NA,FALSE,FALSE,NA
Dairy Queen,Y6L37i6rkqDzMesTN5UI2Q,2.5,TRUE,FALSE,average,TRUE,FALSE,NA
Arby's,psHUiQ29RWhaXlhQHgrKkA,2.5,NA,NA,average,FALSE,FALSE,NA
Taco Bell,MAGAJsJVpyXREVdYH0OVDQ,2,NA,NA,NA,FALSE,TRUE,NA
Taco John's,85ouR47Yn4H9slu-MmbXFQ,2.5,TRUE,FALSE,average,FALSE,FALSE,NA
Dilly's Drive-In - Peninsula,OHFQfdO7N9nnhNDI4t_sCw,4,NA,NA,NA,NA,FALSE,NA
Steak n Shake,NDfcum0Zpa2o9czVgRds9w,1.5,FALSE,FALSE,average,FALSE,FALSE,NA
Steak n Shake,nxAo0oDgsNlduzUuuUL4Fg,2,FALSE,FALSE,average,FALSE,FALSE,NA
Taco Bell,mHOyR-RZBxCABm-Svga8Ow,2,NA,NA,NA,NA,NA,NA
Taco Bell,ogX4ONTyz-cMpeTi6hvLDA,1,NA,NA,NA,NA,NA,NA
Wendy's,GaP5KfdlDuNasKgTNR8Saw,2,NA,NA,NA,NA,FALSE,NA
Wendy's,KedpWqBphmRopwBd7trzFw,2,TRUE,FALSE,quiet,FALSE,FALSE,NA
Steak n Shake,xTID0KVkR_H2v23LsdM02A,2.5,TRUE,FALSE,average,FALSE,FALSE,NA
Dairy Queen Orange Julius,OKA1Nk0tj1owQkgsNu7UIw,4,FALSE,FALSE,NA,TRUE,NA,NA
Chipotle Mexican Grill,TTnUoYDCQoTfldLs3AuTDg,3,TRUE,NA,NA,TRUE,FALSE,NA
Denny's,UDF-ISFu8lIZDyWvoR7nLg,3,FALSE,FALSE,loud,FALSE,TRUE,NA
McDonald's,di_tqAB6F8AsTnBFtvqs-w,1.5,NA,FALSE,NA,FALSE,TRUE,NA
Denny's,mQa_Rh-LykYTll9cPFJcKg,3.5,FALSE,FALSE,very,FALSE,TRUE,NA
Burger King,66-KwrVLQonWugvwsgN-YA,3,TRUE,FALSE,average,FALSE,TRUE,NA
KFC,CZMubW8II3eoXjTao-1aqg,2.5,FALSE,FALSE,average,NA,TRUE,NA
Jimmy John's,YKaOsHJpLzAfr-wgxN7xVQ,3,TRUE,TRUE,NA,FALSE,TRUE,NA
Charleys Philly Steaks,sKToYrrPP4VWzpIy94pLgg,3.5,NA,NA,NA,NA,NA,FALSE
McDonald's,m8qGdllgcUSqZmcryQWM9A,1.5,NA,NA,NA,NA,TRUE,NA
McDonald's,OEXe9Rge71Ha3qLKGIK9gQ,2.5,TRUE,TRUE,loud,FALSE,FALSE,NA
Speedy's Grub Shack,Djtia8uteFe-zc5UNbB9Dg,3,NA,NA,NA,NA,None,NA
Jimmy John's,p0hfV1YC5KB3Np5mek3TbQ,2.5,FALSE,TRUE,average,FALSE,TRUE,NA
Pita Pit,y8idid2kbUotP1n5cORweg,3.5,TRUE,TRUE,NA,FALSE,TRUE,FALSE
Dairy Queen Grill & Chill,s0HXXbiItSvVQBLvyckeRA,2.5,TRUE,NA,NA,NA,NA,NA
Gyro Express,GRBJc51ofoVZWpLOs16a1g,4,TRUE,FALSE,average,FALSE,None,FALSE
Auntie Anne's,pvQsFWF3XQs28JZIOjrGOQ,3.5,NA,FALSE,NA,NA,TRUE,NA
Taco Bell,LdHtEVDZQhlz2N98IqcYUg,1.5,NA,NA,NA,FALSE,TRUE,NA
Jimmy John's,tkbRjBlZm7ngEVSu22n0vg,4,NA,TRUE,NA,NA,TRUE,NA
Dairy Queen Grill & Chill,_DL5X-w1tqqVKeNt2BZubw,2,NA,NA,NA,NA,FALSE,NA
McDonald's,QzpdN_I4B_A6b5PzPIUchA,2,FALSE,FALSE,average,FALSE,TRUE,FALSE
Dairy Queen,VbYtdUn1_HM8Hv4vxTEGQQ,3,TRUE,FALSE,NA,NA,NA,NA
Subway Restaurants,wkNT82BPI9eW0Jv36SFYkA,2,NA,NA,NA,NA,FALSE,NA
Dinner Bell,VzCo14166h9LQE6R6TGLbA,5,NA,NA,NA,NA,FALSE,NA
Pizza Hut,euxQLuOeFIfsZWj6PmHp7g,1.5,FALSE,FALSE,average,FALSE,TRUE,NA
McDonald's,3XBN60tLWqr7WZuDZsyZkA,1.5,TRUE,NA,very,TRUE,FALSE,NA
Subway Restaurants,#NAME?,2.5,NA,NA,NA,NA,TRUE,NA
Mas Amigos Truck,xLeOANU-lqtDOIV6Owm3EQ,3.5,TRUE,TRUE,NA,NA,TRUE,NA
Burger King,kmtA5-Yz6sy5bbCdJ0T8-w,1,NA,NA,NA,NA,FALSE,NA
Popeyes Louisiana Kitchen,SZbn2cSLGsAmvliMzsvXOw,3,NA,FALSE,NA,NA,FALSE,NA
Firehouse Subs,dlcGwaX1F88eFbAP_YYE5A,3,FALSE,TRUE,loud,TRUE,TRUE,FALSE
McDonald's,0Z_r3EFCyoPCHlnNwGBTtw,1,NA,NA,NA,NA,FALSE,NA
Wendy's,WB1albu5FvNP16BAtTIIVg,1,FALSE,FALSE,average,FALSE,FALSE,NA
Subway Restaurants,zCs-HD0bS2RUZG9lbotPtA,2,NA,NA,NA,FALSE,FALSE,NA
Dairy Queen,ZLVDKYgS8o5BZJuhdyG_zQ,3,TRUE,FALSE,quiet,TRUE,FALSE,NA
KFC,II2EQ4UKXcHbzT62uGacPw,1.5,NA,FALSE,NA,FALSE,FALSE,NA
McDonald's,l41wGszBMiKliQ8F6syUKw,3,NA,NA,NA,NA,TRUE,NA
Terrene,xICll6c7ztmXoJwy1n6NwQ,3.5,NA,TRUE,NA,TRUE,None,NA
Subway Restaurants,lAGR0fdvD8RMtBxG55USLQ,3,NA,NA,loud,TRUE,FALSE,NA
KFC,akRtfcCezswizRIaAqJ4fQ,2,NA,FALSE,quiet,FALSE,TRUE,NA
Subway Restaurants,tvUGZRnbtgjwZimkiq3eGA,2.5,NA,NA,average,FALSE,FALSE,NA
McDonald's,iKz28QQI73mji28XNJFMUw,2,NA,NA,loud,FALSE,TRUE,NA
Subway Restaurants,xKruK2YAmLlzBW9YGGWTLg,3.5,NA,TRUE,NA,NA,TRUE,NA
Jersey Mike's Subs,cPBYAFbkTd0sk9prwMW3wQ,4.5,NA,NA,NA,NA,NA,NA
TCBY,jqNfrXF4e1JjxU3WNj73SA,4.5,NA,NA,NA,NA,NA,NA
Subway,B_FkJXtkmpDoDiP8bjot2g,2,NA,NA,NA,NA,NA,NA
GetGo Caf & Market,9x7LXcLO87GiwMMduqFcCQ,4,TRUE,FALSE,NA,NA,FALSE,NA
McDonald's,G9LyIc5LgBNM_zF8BJMhNg,2.5,TRUE,NA,NA,TRUE,FALSE,NA
McDonald's,628e-765wk51Q0diAuLbuQ,1.5,TRUE,TRUE,quiet,TRUE,TRUE,NA
Firehouse Subs,lXcxSdPa2m__LqhsaL9t9A,3.5,FALSE,NA,NA,FALSE,TRUE,NA
McDonald's,NcCl0Awt7dF6PZmFHXWGNw,2,NA,NA,NA,NA,TRUE,NA
Jersey Mike's Subs,UefV-nqjYP3EUzubgtrIAw,3.5,NA,TRUE,average,FALSE,FALSE,NA
Johnny Hot Dog,xiUVYCnW8pNL2uiMjETtQA,4,NA,FALSE,loud,TRUE,FALSE,NA
Jimmy John's,5p8Urv8-h9JhjIrhk7QRIA,3,NA,TRUE,NA,NA,TRUE,NA
Dairy Queen,CtZcJUItpyAqfqZu39B9aw,4,FALSE,NA,NA,NA,NA,NA
Jimmy John's,Pe1JBBOd9b_PGAD_zvkniA,3,FALSE,TRUE,NA,FALSE,TRUE,NA
Taco Bell,c9PkUjunOI49r9oO4ZJcmQ,2.5,NA,FALSE,quiet,FALSE,TRUE,NA
Circle K,dxD8j20MkodieZLc7fZRsA,4,TRUE,FALSE,NA,NA,FALSE,NA
McDonald's,d24LIT55-aAr7l1X99vpjw,2.5,NA,NA,NA,NA,TRUE,NA
Subway Restaurants,6ObhHav156dwof2qHvUj3g,2,NA,NA,NA,NA,TRUE,NA
Taco Bell,#NAME?,2,FALSE,NA,average,FALSE,TRUE,NA
Burrito King,pJlHbIoePemy_wQVpWTR2g,2.5,NA,NA,NA,NA,NA,NA
Subway Restaurants,2mjwx7w6IN_BoHG5iy8IGg,3,NA,NA,NA,NA,TRUE,NA
Burger King,nZ4uuPHq0QLM5DwI52aO3Q,3,NA,NA,average,FALSE,FALSE,NA
Gyros and Wraps,3KSkzVKvlmjWo8-_Aev9Sg,4.5,NA,NA,average,NA,FALSE,NA
Subway Restaurants,9j3Lcsbng3Zx3f069S3d1A,2,NA,NA,NA,FALSE,TRUE,NA
Subway Restaurants,-05uZNVbb8DhFweTEOoDVg,2,NA,NA,quiet,FALSE,FALSE,NA
Jimmy John's,l5Jkkp-5EF07RrxrqiF6bA,2.5,NA,TRUE,average,TRUE,TRUE,FALSE
Burger King,Ju6Dq1mZ6jZ7W136j1oB1w,3,NA,NA,average,FALSE,FALSE,NA
Wendy's,_cnEt-zbF3WnDt9ZapaCIQ,1.5,NA,NA,NA,NA,FALSE,NA
Burger King,YdAF8Csxnxvj4TXz7ffH1Q,2,NA,NA,NA,NA,NA,NA
Five Guys,F8p7jBnOJIcclFL8AEVt0g,3.5,FALSE,NA,average,TRUE,FALSE,NA
Jimmy John's,2VKTqusI8tUkPB3exQQrGw,3.5,FALSE,TRUE,average,FALSE,TRUE,FALSE
Arby's,BNEu_EvgbqtKsSTo5GoM5Q,2.5,NA,NA,NA,NA,NA,NA
Jimmy John's,QcW0360vpeEilCLBlKEiLw,4,FALSE,TRUE,quiet,FALSE,TRUE,NA
McDonald's,5qK-Tjo3jJLHOSgvtMcmSg,2.5,FALSE,NA,very,FALSE,TRUE,NA
McDonald's,XppfCknY2p3xhEgrelEqzg,1.5,TRUE,NA,NA,NA,TRUE,NA
Subway Restaurants,ht0lf3tqyxWV1QH2ZqhMag,3,NA,NA,NA,NA,FALSE,NA
Arby's,uQBAiqEx6yYjidHSUoUMUw,4,TRUE,NA,NA,NA,TRUE,NA
Subway Restaurants,55vuAN7sjg9QknIGB21FGA,2.5,NA,NA,NA,NA,NA,NA
Burger King,aYNIFfjoNiVeqItKReme9A,1.5,NA,NA,NA,NA,NA,NA
Subway Restaurants,KVfHR9z_0RVVhWR0i8RutQ,3,FALSE,TRUE,average,FALSE,FALSE,NA
McDonald's,hZ79bbzGuiU0ThbasNEALQ,2,NA,None,NA,NA,TRUE,NA
Culver's,oXk1MzdecCd7UfEuaHGONQ,3.5,NA,NA,average,TRUE,FALSE,NA
Mr Hero Restaurants,#NAME?,4,NA,NA,NA,NA,TRUE,NA
Subway Restaurants,t6LKeb5gNSeqri1JqOPZow,4,NA,NA,NA,FALSE,NA,NA
Arby's,liLtjZzKc0sv9ZJDMHQesA,3,FALSE,FALSE,quiet,FALSE,FALSE,NA
Arby's,r3z5wK6zBSWzLgPRTmo6vQ,3,FALSE,NA,average,FALSE,FALSE,NA
Steak Escape West Towne Mall,B46YpcGGZ5nBjGLzSJLVbA,4,NA,NA,NA,NA,TRUE,NA
Subway Restaurants,1Hhc1h5TETqtVMgasiimuQ,3,NA,NA,NA,FALSE,FALSE,NA
Pizza Pan,NjY4TcK-CPrbOVlHdfP2Ig,4.5,TRUE,TRUE,NA,FALSE,TRUE,NA
Burger King,xTf9XC5JG4Al7f9mP5tpsg,2,NA,NA,average,NA,TRUE,NA
Jimmy John's,LhNPhf_7gQpUCmr7aGstLg,2.5,NA,TRUE,NA,NA,TRUE,NA
McDonald's,PuY09XUxfQhURBhaQNJuqw,2.5,NA,NA,NA,NA,TRUE,NA
McDonald's,7svK0DI4BOP0cqjSww7cZQ,1.5,TRUE,NA,NA,TRUE,TRUE,NA
Subway Restaurants,28UWP-8hZ_-6klybRdzqEQ,1.5,NA,NA,NA,NA,None,NA
Subway Restaurants,ibovBiauqTzk1bhD9Z4CIg,2.5,FALSE,TRUE,average,FALSE,FALSE,NA
Sheetz,FjYN5KyRrBiGOMRsWKY9Eg,2,NA,FALSE,NA,NA,FALSE,NA
Quiznos,7Km9UXolK9vEeBDNqTl5DA,2,FALSE,TRUE,NA,FALSE,FALSE,NA
Auntie Anne's,yNsf85F-21wm1gLRZUg-KQ,1.5,NA,FALSE,average,FALSE,TRUE,NA
Wendy's,bRrr2tmhBnE1uGFqmdFUhg,3.5,FALSE,NA,NA,FALSE,FALSE,NA
Subway Restaurants,_7fUu7WVMNacg_2KSxlY3Q,2.5,NA,NA,NA,NA,TRUE,NA
Subway Restaurants,xCsM-86u6yXL9J9hYGMogw,2.5,NA,NA,NA,NA,NA,NA
Burger King,I79WiJ-7Xkufc392qH77ag,1,FALSE,TRUE,average,TRUE,FALSE,NA
Burger King,oia3V-RDZepljWUGCRVdaw,2.5,TRUE,NA,quiet,FALSE,TRUE,NA
Jimmy John's,Q_2DxyQ9nHLRdYciJaNLHg,3,NA,TRUE,average,FALSE,TRUE,NA
El Gallo De Oro,LrSzTJm9xsub2h-It9DY9w,1.5,NA,NA,NA,NA,FALSE,NA
Burger King,_4-kSAZ1qopE2GcMojLxzg,1,FALSE,FALSE,very,FALSE,None,NA
McDonald's,INsBi18bVl4UNqRcGzAkLQ,1,NA,NA,NA,NA,TRUE,NA
Snappy's Chill Grill,Ahf4oKZG6gVf1GixmwCQSA,3,TRUE,TRUE,NA,FALSE,TRUE,FALSE
Subway Restaurants,wr3cwXmVxxISJ75aOugD9w,3.5,NA,NA,NA,NA,NA,NA
Burger King,XS9w11zE6CuHAb8N1TeJzw,2,FALSE,FALSE,average,FALSE,TRUE,NA
McDonald's,Sr_VUJBhqcKCDLRv0JkrDg,1,NA,NA,NA,NA,TRUE,NA
KFC,xfuAFapTeFPYxa7RB0NI1g,3,NA,TRUE,NA,FALSE,FALSE,NA
Subway Restaurants,8LCIMbSPNaiFRoQ4SLCbsA,3.5,NA,NA,NA,NA,NA,NA
McDonald's,riOcJNKde7ZpkH_n7HtZ5w,1,NA,NA,NA,FALSE,TRUE,FALSE
Dairy Queen Grill & Chill,ojot0MacnAjR75Hy_y4nog,2,TRUE,NA,NA,TRUE,NA,NA
Dairy Queen,e0TWKeRlxy9BHNDwEaE-lQ,1.5,NA,NA,NA,NA,NA,NA
Taco Bell,R5GyAPq6d7x0t8CFk0e7Fw,2.5,NA,NA,NA,NA,NA,NA
Dairy Queen,Jdqg97lLo_qJlCqU9RjIEA,3.5,TRUE,NA,NA,TRUE,FALSE,NA
Chipotle Mexican Grill,2jzM7PSeG8OwZ5EvocCpQA,2,FALSE,TRUE,loud,FALSE,FALSE,NA
Sa-Bai Thong,lqtybK6_GjSqhK8U55Mc7w,3.5,TRUE,TRUE,quiet,TRUE,TRUE,TRUE
Chipotle Mexican Grill,duG7f4gq2hS-QW50s-g4zA,3,TRUE,TRUE,average,TRUE,FALSE,NA
Taco Bell,b8RNi97OHq5-qn2azbNK-A,1.5,FALSE,FALSE,quiet,FALSE,TRUE,FALSE
Arby's,Kntmm6a3qAMSpxRWdFZutA,2.5,TRUE,FALSE,quiet,FALSE,TRUE,NA
Jimmy John's,NwfGbJRkqDwa1ZdpJXa6Aw,2,NA,TRUE,average,FALSE,TRUE,NA
Bearden's Restaurant,PUos6w1aB2GX6Qakf9616w,3.5,TRUE,FALSE,average,TRUE,FALSE,FALSE
Hot Sauce Williams Barbecue Restaurant,tulUhFYMvBkYHsjmn30A9w,3,TRUE,TRUE,average,FALSE,FALSE,NA
Chipotle Mexican Grill,sNAU_ItzmB-TIgmWwqRlEw,1.5,FALSE,TRUE,loud,TRUE,FALSE,NA
Taco Bell,rskBlUDRTceD5skTS0-tdg,2,FALSE,NA,NA,FALSE,TRUE,NA
Chick-fil-A,50pVtN734QXvtRh6IDiapw,3.5,FALSE,NA,NA,FALSE,FALSE,NA
Portillo's Hot Dogs,6d82R41sVNDVS0I-c1Ghkg,3.5,TRUE,TRUE,average,TRUE,TRUE,FALSE
Pizza 216,iWLNyADtZsORV58bttRrBQ,4,TRUE,TRUE,average,TRUE,FALSE,TRUE
Steak n Shake,gvTPEOdT-mdJbsmyZ4YVdQ,1.5,TRUE,FALSE,quiet,FALSE,FALSE,NA
Taco Bell,56731_C-5MmSxdCtNnhUDw,3.5,TRUE,FALSE,average,FALSE,TRUE,FALSE
Taco Bell,Oroaoa5XQuu0bolzocyZDg,3.5,FALSE,NA,NA,FALSE,TRUE,NA
Cheba Hut Toasted Subs,wQgY7CdljLdCJm6XIk1HuA,4,TRUE,TRUE,average,TRUE,TRUE,FALSE
